time,open,high,low,close,volume
2026-01-27 01:30:00,5.340048629165734e-05,0.0006661064626217142,3.12922004782e-05,0.0004606714527100524,1177538.749531154
2026-01-27 01:45:00,0.0004606714527100524,0.0006357804130896642,0.000138398172743549,0.00032376676616007225,1373494.2749748952
2026-01-27 02:00:00,0.00032376676616007225,0.0003923593180100525,9.503734948085145e-05,0.00013560055736443327,416022.58437837823
2026-01-27 02:15:00,0.00013560055736443327,0.00017202987807854353,0.00010532106432657406,0.00012353187305450038,125332.18121714503
2026-01-27 02:30:00,0.00012353187305450038,0.0001792795455923045,5.802424439184187e-05,0.00015484627585834004,110722.28806406159
2026-01-27 02:45:00,0.00015484627585834004,0.000210558670660525,9.43904380449182e-05,9.490853201490567e-05,80525.19726750605
2026-01-27 03:00:00,9.490853201490567e-05,0.00012841673083910886,6.395348774254637e-05,7.251723855044674e-05,46862.36547530359
2026-01-27 03:15:00,7.251723855044674e-05,7.636268769086672e-05,2.825297486940273e-05,4.3602187304032934e-05,31555.813919011296
2026-01-27 03:30:00,4.3602187304032934e-05,9.156547583444235e-05,4.3602187304032934e-05,7.363619371493375e-05,41619.76260424169
2026-01-27 03:45:00,7.363619371493375e-05,7.387114845243925e-05,3.8956024955341346e-05,5.173735855961531e-05,11714.53627566116
2026-01-27 04:00:00,5.173735855961531e-05,0.004876091632700578,4.226477000300701e-05,0.0035992650929492893,4606655.240536854
2026-01-27 04:15:00,0.0035992650929492893,0.005482371652879138,0.002853279457608692,0.0033359918623842243,2078328.1413615842
2026-01-27 04:30:00,0.0033359918623842243,0.0042898581917635995,0.002553269495311235,0.003326458114917363,1457599.7931921626
2026-01-27 04:45:00,0.003326458114917363,0.0077559546788531645,0.002984091971854676,0.006735309038802464,1903203.0249922057
2026-01-27 05:00:00,0.006735309038802464,0.007597738531102012,0.003777851667069568,0.0052767712675850405,2357804.719558778
2026-01-27 05:15:00,0.0052767712675850405,0.007227778921723975,0.005239362471786417,0.00613973984887375,1008049.1357678832
2026-01-27 05:30:00,0.00613973984887375,0.007946346447021847,0.005113861082674167,0.007240929582453663,907063.6521671349
2026-01-27 05:45:00,0.007240929582453663,0.008597800926950571,0.005891957066812989,0.006324746733994233,767594.7723696021
2026-01-27 06:00:00,0.006324746733994233,0.006409990099969089,0.00480676108929445,0.005432398477129488,489350.9814167389
2026-01-27 06:15:00,0.005432398477129488,0.006620643805651574,0.005298384163355196,0.006359600772811836,317004.9368821409
2026-01-27 06:30:00,0.006359600772811836,0.0069200030325377755,0.005955397548683106,0.006776964035231099,260569.17185399588
2026-01-27 06:45:00,0.006776964035231099,0.008045327510180203,0.0067361530834774775,0.007418131205028266,487025.7487908266
2026-01-27 07:00:00,0.007418131205028266,0.007584731096697752,0.005976456172928585,0.006416066730984499,228967.18417880675
2026-01-27 07:15:00,0.006416066730984499,0.006630902835912885,0.0052352055852873565,0.006207349074955059,251952.2704813503
2026-01-27 07:30:00,0.006207349074955059,0.008421860845694976,0.005819792863677543,0.007496880543557627,330450.30520970735
2026-01-27 07:45:00,0.007496880543557627,0.009149159756583975,0.007404608829431139,0.007758583298398353,587707.3336602477
2026-01-27 08:00:00,0.007758583298398353,0.009094678364076448,0.007646017379937213,0.00837965895570014,334366.12757539423
2026-01-27 08:15:00,0.00837965895570014,0.008486271280618176,0.00662733181226223,0.007077965956222848,251234.37365161735
2026-01-27 08:30:00,0.007077965956222848,0.010156706276867003,0.007058204983067413,0.009835495891046672,576117.2587894262
2026-01-27 08:45:00,0.009835495891046672,0.01193417531224614,0.009390463960615018,0.010437885919893659,967530.6527356976
2026-01-27 09:00:00,0.010437885919893659,0.012392404550028399,0.009942710004759004,0.011042318163871882,639876.3221143822
2026-01-27 09:15:00,0.011042318163871882,0.011042318163871882,0.008956659195213972,0.009639060621222483,401565.65741283976
2026-01-27 09:30:00,0.009639060621222483,0.010003183928942484,0.008728013261680743,0.008937520691334445,175111.96884926176
2026-01-27 09:45:00,0.008937520691334445,0.010681869540588392,0.008731670868569422,0.009469479626059495,182529.6768301143
2026-01-27 10:00:00,0.009469479626059495,0.009647631464428133,0.008128650586006396,0.008357186784689632,143966.46965046253
2026-01-27 10:15:00,0.008357186784689632,0.009224794215328179,0.00799821146318235,0.009131137476734911,136789.36618215372
2026-01-27 10:30:00,0.009131137476734911,0.009403564239806185,0.007699054769078671,0.007767516330645749,198570.50949092986
2026-01-27 10:45:00,0.007767516330645749,0.00903567865236705,0.007038271056633909,0.008965457846684033,279182.7741196392
2026-01-27 11:00:00,0.008965457846684033,0.010814891510610046,0.008784348073227394,0.009605586447670048,310384.4236759118
2026-01-27 11:15:00,0.009605586447670048,0.011106924132541477,0.008108311778730887,0.00887431196071671,255308.37189929673
2026-01-27 11:30:00,0.00887431196071671,0.008981900494420823,0.006442952482416863,0.007542521677962692,385389.4796049663
2026-01-27 11:45:00,0.007542521677962692,0.007736024466539245,0.006762869369041579,0.00718829765710785,183648.56722154905
2026-01-27 12:00:00,0.00718829765710785,0.0078052651600190375,0.00708468664325557,0.007523382319263411,125903.21188276536
