time,open,high,low,close,volume
2026-01-26 17:00:00,5.340048629165734e-05,0.0006661064626217142,3.12922004782e-05,0.00032376676616007225,2551033.024506049
2026-01-26 18:00:00,0.00032376676616007225,0.0003923593180100525,5.802424439184187e-05,9.490853201490567e-05,732602.2509270909
2026-01-26 19:00:00,9.490853201490567e-05,0.00012841673083910886,2.825297486940273e-05,5.173735855961531e-05,131752.47827421772
2026-01-26 20:00:00,5.173735855961531e-05,0.0077559546788531645,4.226477000300701e-05,0.006735309038802464,10045786.200082807
2026-01-26 21:00:00,0.006735309038802464,0.008597800926950571,0.003777851667069568,0.006324746733994233,5040512.2798633985
2026-01-26 22:00:00,0.006324746733994233,0.008045327510180203,0.00480676108929445,0.007418131205028266,1553950.8389437022
2026-01-26 23:00:00,0.007418131205028266,0.009149159756583975,0.0052352055852873565,0.007758583298398353,1399077.0935301122
2026-01-27 00:00:00,0.007758583298398353,0.01193417531224614,0.00662733181226223,0.010437885919893659,2129248.412752135
2026-01-27 01:00:00,0.010437885919893659,0.012392404550028399,0.008728013261680743,0.009469479626059495,1399083.6252065978
2026-01-27 02:00:00,0.009469479626059495,0.009647631464428133,0.007038271056633909,0.008965457846684033,758509.1194431853
2026-01-27 03:00:00,0.008965457846684033,0.011106924132541477,0.006442952482416863,0.00718829765710785,1134730.8424017238
2026-01-27 04:00:00,0.00718829765710785,0.01006469388038219,0.00694219276534321,0.008495015004294195,686820.2975145832
2026-01-27 05:00:00,0.008495015004294195,0.010725759833967558,0.0084852436903294,0.00951084178349502,595044.7377596777
2026-01-27 06:00:00,0.00951084178349502,0.013647697442749882,0.00942089295088997,0.012360179386297814,1281469.6818537817
2026-01-27 07:00:00,0.012360179386297814,0.013857094622977177,0.01013593467219379,0.011805632364795223,1001103.721341923
2026-01-27 08:00:00,0.011805632364795223,0.012383867289927953,0.009960259691489682,0.010041698894979769,439411.4453334683
2026-01-27 09:00:00,0.010041698894979769,0.011869086138889276,0.009344207310178269,0.011749144258730604,317793.6111420944
2026-01-27 10:00:00,0.011749144258730604,0.013626859219509194,0.010255519722307293,0.012744625690612991,421120.355627482
2026-01-27 11:00:00,0.012744625690612991,0.018556177251072378,0.012744625690612991,0.01692680595827377,1834585.115649813
2026-01-27 12:00:00,0.01692680595827377,0.018822848698047002,0.014594575226029265,0.01710448310602751,811574.1810332662
2026-01-27 13:00:00,0.01710448310602751,0.021277651694410746,0.016257600327166426,0.017788177994629267,1671430.028687411
2026-01-27 14:00:00,0.017788177994629267,0.01912563936288249,0.015301297723881996,0.016888192955734318,874138.8942082052
2026-01-27 15:00:00,0.016888192955734318,0.017178193681016418,0.013632047398145603,0.015375705298789613,696638.7040478333
2026-01-27 16:00:00,0.015375705298789613,0.017016425944427475,0.014012956464474348,0.01426277732722624,374463.5979331464
